# files parsed: 687; parse failures: 0
status	note	area	location	kind	op	table	owned	constraint	key	expression
global	no tenant table: platform_admins — platform staff	admin	app/Models/Platform/PlatformAdmin.php:124	unscoped	read	platform_admins	-	none:-	2392b365fa	static::countActiveSuperAdminsExcluding($admin->id)
global	no tenant table: platform_admins — platform staff	admin	app/Models/Platform/PlatformAdmin.php:128	unscoped	read	platform_admins	-	none:-	2392b365fa	static::countActiveSuperAdminsExcluding($admin->id)
global	no tenant table: platform_admins — platform staff	admin	app/Models/Platform/PlatformAdmin.php:148	unscoped	read	platform_admins	-	none:-	cf86a0cffc	static::query()->where('role', 'super_admin')->whereRaw('is_active IS TRUE')->when($excludeId, fn($q) => $q->whereKeyNot($excludeId))->count()
UNREAD		admin	app/Models/Platform/PlatformAnnouncement.php:95	unscoped	read	platform_announcements	convention:target	none:-	02537b1f3a	static::query()->active()->ofType(self::TYPE_CROSS_PROMO)->orderByDesc('created_at')->get()->first(fn(self $a) => $a->isForRealm($realm))
global	no tenant table: platform_feature_flags — feature flags (per-shop overrides are platform configuration)	admin	app/Models/Platform/PlatformFeatureFlag.php:20	unscoped	read	platform_feature_flags	-	key:via>?	89bd9d7b9f	static::where('key', $key)->where('scope', 'shop')->where('scope_id', $shopId)->value('enabled')
global	no tenant table: platform_feature_flags — feature flags (per-shop overrides are platform configuration)	admin	app/Models/Platform/PlatformFeatureFlag.php:29	unscoped	read	platform_feature_flags	-	none:-	6920b636df	static::where('key', $key)->where('scope', 'global')->value('enabled')
global	no tenant table: platform_feature_flags — feature flags (per-shop overrides are platform configuration)	admin	app/Models/Platform/PlatformFeatureFlag.php:45	unscoped	read	platform_feature_flags	-	none:-	e75a085b4b	static::where('scope', 'global')->orderBy('key')->get()
global	no tenant table: platform_products — product catalog	admin	app/Models/Platform/PlatformProduct.php:70	unscoped	read	platform_products	-	none:-	007c329c39	self::editionStringFor($this->code)
global	no tenant table: platform_settings — platform settings	admin	app/Models/Platform/PlatformSetting.php:23	unscoped	read	platform_settings	-	none:-	7be33571bc	static::where('key', $key)->value('value')
global	no tenant table: platform_settings — platform settings	admin	app/Models/Platform/PlatformSetting.php:34	unscoped	WRITE	platform_settings	-	none:-	5781b02748	static::updateOrCreate(['key' => $key], ['value' => (string) $value])
global	no tenant table: platform_settings — platform settings	admin	app/Models/Platform/PlatformSetting.php:42	unscoped	read	platform_settings	-	none:-	a13910a53a	static::get($key)
global	no tenant table: platform_settings — platform settings	admin	app/Models/Platform/PlatformSetting.php:54	unscoped	read	platform_settings	-	none:-	bd3cc54b63	static::get('subscription_trial_days')
global	no tenant table: platform_settings — platform settings	admin	app/Models/Platform/PlatformSetting.php:66	unscoped	read	platform_settings	-	none:-	f32d4957a0	static::bool('retailer_enabled', true)
global	no tenant table: platform_settings — platform settings	admin	app/Models/Platform/PlatformSetting.php:71	unscoped	read	platform_settings	-	none:-	cea6ade065	static::bool('manufacturer_enabled', true)
global	no tenant table: platform_settings — platform settings	admin	app/Models/Platform/PlatformSetting.php:76	unscoped	read	platform_settings	-	none:-	9da43e5a1d	static::bool('dhiran_enabled', true)
global	no tenant table: platform_settings — platform settings	admin	app/Models/Platform/PlatformSetting.php:86	unscoped	read	platform_settings	-	none:-	08e71593ca	static::retailerEnabled()
global	no tenant table: platform_settings — platform settings	admin	app/Models/Platform/PlatformSetting.php:87	unscoped	read	platform_settings	-	none:-	2fa04e2dcc	static::manufacturerEnabled()
global	no tenant table: platform_settings — platform settings	admin	app/Models/Platform/PlatformSetting.php:88	unscoped	read	platform_settings	-	none:-	69c6f7be0e	static::dhiranEnabled()
global	no tenant table: platform_settings — platform settings	admin	app/Models/Platform/PlatformSetting.php:97	unscoped	read	platform_settings	-	none:-	aa8e28eb67	static::enabledShopTypes()
global	no tenant table: platform_settings — platform settings	admin	app/Models/Platform/PlatformSetting.php:120	unscoped	read	platform_settings	-	none:-	9438264d14	static::enabledShopTypes()
global	no tenant table: platform_settings — platform settings	admin	app/Models/Platform/PlatformSetting.php:134	unscoped	read	platform_settings	-	none:-	ba234d3ee9	static::erpSelectableShopTypes()
UNREAD		admin	app/Models/Platform/ShopSubscription.php:104	unscoped	read	shop_subscriptions	shop_id	where:via>mixed(unowned,?)	c9f4e08d6a	static::query()->where('shop_id', $shop->id)->with('plan.platformProduct')->latest('id')->get()->first(fn(self $sub) => $sub->plan?->grantsEdition() === $edition)
UNREAD		admin	app/Models/Platform/ShopSubscription.php:162	unscoped	read	shop_subscriptions	shop_id	none:-	e3d2087407	static::hasLivePaidTermToday($subscription)
ok-self	the rule's own shop (explicit by design) (reinspected: conservative trust rules)	tenant	app/Models/ReorderRule.php:45	removed	read	items	shop_id	where:self	ac1d7acc86	\App\Models\Item::withoutTenant()->where('shop_id', $this->shop_id)->where('status', 'in_stock')
ok-self	the return's own shop (explicit by design) (reinspected: conservative trust rules)	tenant	app/Models/ReturnOrder.php:156	removed	read	store_credit_movements	shop_id	key:property	69b21f434f	\App\Models\StoreCreditMovement::withoutTenant()->where('shop_id', $this->shop_id)->where('source_type', \App\Models\StoreCreditMovement::SOURCE_CREDIT_NOTE_ISSUED)->where('source_id', $creditNoteId)->exists()
global	no tenant table: permissions — permission catalog	tenant	app/Models/Role.php:58	unscoped	read	permissions	-	none:-	1bcec99bfd	\App\Models\Permission::where('name', $permission)->firstOrFail()
global	no tenant table: permissions — permission catalog	tenant	app/Models/Role.php:70	unscoped	read	permissions	-	none:-	851a9d735c	\App\Models\Permission::where('name', $permission)->firstOrFail()
global	no tenant table: permissions — permission catalog	tenant	app/Models/Role.php:81	unscoped	read	permissions	-	none:-	be1a792b9a	\App\Models\Permission::whereIn('name', $permissions)->pluck('id')
ok-self	model events of the shop row itself (creating editions, refusing deletion with Dhiran data) (reinspected: conservative trust rules)	tenant	app/Models/Shop.php:447	unscoped	WRITE	shop_editions	shop_id	where:record?	1ef1ce47df	\App\Models\ShopEditionAssignment::firstOrCreate(['shop_id' => $shop->id, 'edition' => $shop->shop_type], ['source' => \App\Models\ShopEditionAssignment::SOURCE_SEED, 'activated_at' => now()])
ok-self	model events of the shop row itself (creating editions, refusing deletion with Dhiran data) (reinspected: conservative trust rules)	tenant	app/Models/Shop.php:470	raw	read	dhiran_loans	shop_id	where:record?	1a6f2201fb	\Illuminate\Support\Facades\DB::table('dhiran_loans')->where('shop_id', $shop->id)->exists()
ok-self	model events of the shop row itself (creating editions, refusing deletion with Dhiran data) (reinspected: conservative trust rules)	tenant	app/Models/Shop.php:471	raw	read	dhiran_payments	shop_id	where:record?	267fd87739	\Illuminate\Support\Facades\DB::table('dhiran_payments')->where('shop_id', $shop->id)->exists()
ok-self	model events of the shop row itself (creating editions, refusing deletion with Dhiran data) (reinspected: conservative trust rules)	tenant	app/Models/Shop.php:472	raw	read	dhiran_ledger_entries	shop_id	where:record?	22991f17e6	\Illuminate\Support\Facades\DB::table('dhiran_ledger_entries')->where('shop_id', $shop->id)->exists()
ok-self	model events of the shop row itself (creating editions, refusing deletion with Dhiran data) (reinspected: conservative trust rules)	tenant	app/Models/Shop.php:473	raw	read	dhiran_cash_entries	shop_id	where:record?	2ae5af1313	\Illuminate\Support\Facades\DB::table('dhiran_cash_entries')->where('shop_id', $shop->id)->exists()
global	no tenant table: platform_products — product catalog	tenant	app/Models/Shop.php:503	unscoped	read	platform_products	-	none:-	9a1cdc6fad	\App\Models\Platform\PlatformProduct::editionStringFor($productCode)
UNREAD		tenant	app/Models/Shop.php:577	unscoped	read	shops	self:id	token:other	b5117f9c9d	static::where('catalog_slug', $slug)->when($excludeId, fn($q) => $q->where('id', '!=', $excludeId))->exists()
ok-invariant	isShopOwner(): reads the user's role and requires it to belong to the user's own shop — the guard itself (reinspected: conservative trust rules)	tenant	app/Models/User.php:216	removed	read	roles	shop_id	key:self	55d4818481	\App\Models\Role::withoutTenant()->whereKey($this->role_id)->first(['name', 'shop_id'])
ok-fk-invariant	the observed invoice's own operator (user_id / finalized_by, written server-side from the authenticated user) (reinspected: conservative trust rules)	tenant	app/Observers/InvoiceNotificationObserver.php:46	unscoped	read	users	shop_id	key:via>?	d931aa7278	\App\Models\User::find($actorId)
ok-self	the observed return's own shop (reinspected: conservative trust rules)	tenant	app/Observers/ReturnOrderObserver.php:125	unscoped	read	users	shop_id	where:via>?	50f4572cbe	\App\Models\User::where('shop_id', $shopId)->whereHas('role.permissions', fn($q) => $q->where('name', 'returns.approve'))->pluck('id')->all()
global	no tenant table: information_schema.columns — system catalog	tenant	app/Providers/AppServiceProvider.php:183	raw	read	information_schema.columns	-	none:-	59432fe9e3	\Illuminate\Support\Facades\DB::table('information_schema.columns')->whereRaw('table_schema = current_schema()')->where('table_name', $table)->where('data_type', 'boolean')->pluck('column_name')->map(fn($name) => (string) $name)->all()
global	no tenant table: platform_settings — platform settings	tenant	app/Providers/AppServiceProvider.php:332	unscoped	read	platform_settings	-	none:-	0cdaa7bca7	\App\Models\Platform\PlatformSetting::get('mail_host')
global	no tenant table: platform_settings — platform settings	tenant	app/Providers/AppServiceProvider.php:339	unscoped	read	platform_settings	-	none:-	027a18db3a	\App\Models\Platform\PlatformSetting::get('mail_mailer', 'smtp')
global	no tenant table: platform_settings — platform settings	tenant	app/Providers/AppServiceProvider.php:340	unscoped	read	platform_settings	-	none:-	2f902c52f5	\App\Models\Platform\PlatformSetting::get('mail_port', 587)
global	no tenant table: platform_settings — platform settings	tenant	app/Providers/AppServiceProvider.php:341	unscoped	read	platform_settings	-	none:-	3a591bea5c	\App\Models\Platform\PlatformSetting::get('mail_username')
global	no tenant table: platform_settings — platform settings	tenant	app/Providers/AppServiceProvider.php:342	unscoped	read	platform_settings	-	none:-	c3c5a26ca0	\App\Models\Platform\PlatformSetting::get('mail_password')
global	no tenant table: platform_settings — platform settings	tenant	app/Providers/AppServiceProvider.php:343	unscoped	read	platform_settings	-	none:-	05b2e72f02	\App\Models\Platform\PlatformSetting::get('mail_encryption', 'tls')
global	no tenant table: platform_settings — platform settings	tenant	app/Providers/AppServiceProvider.php:344	unscoped	read	platform_settings	-	none:-	9e2ef8f5c1	\App\Models\Platform\PlatformSetting::get('mail_from_address', config('mail.from.address'))
global	no tenant table: platform_settings — platform settings	tenant	app/Providers/AppServiceProvider.php:345	unscoped	read	platform_settings	-	none:-	06e81fe6a9	\App\Models\Platform\PlatformSetting::get('mail_from_name', config('mail.from.name'))
ok-context	shopId traced: ReportRequest built from the authenticated user's shop (ReportScreen/SalesRegister/Export controllers), the queued-export payload (set at dispatch from that shop; a mismatched payload writes nothing — QueuedExportIsolationTest), or ValidateReportTotals looping over shops (console); TaxService::liability has no caller	tenant	app/Reporting/AuditService.php:23	removed	read	invoices	shop_id	where:via>mixed(loop,property,context)	2123dcc365	\App\Models\Invoice::withoutTenant()->where('invoices.shop_id', $shopId)->salesIn($period)->groupBy('invoices.user_id')->selectRaw('invoices.user_id as uid, COUNT(*) as cnt, COALESCE(SUM(total), 0) as sales, COALESCE(SUM(discount), 0) as disc')->get()->keyBy('uid')
ok-context	shopId traced: ReportRequest built from the authenticated user's shop (ReportScreen/SalesRegister/Export controllers), the queued-export payload (set at dispatch from that shop; a mismatched payload writes nothing — QueuedExportIsolationTest), or ValidateReportTotals looping over shops (console); TaxService::liability has no caller	tenant	app/Reporting/AuditService.php:32	raw	read	credit_notes	shop_id	where:via>mixed(loop,property,context)	f69ffa4cb7	\Illuminate\Support\Facades\DB::table('credit_notes')->where('shop_id', $shopId)->whereBetween('issued_at', [$period->start(), $period->end()])->groupBy('issued_by_user_id')->selectRaw('issued_by_user_id as uid, COUNT(*) as cnt, COALESCE(SUM(total), 0) as val')->get()->keyBy('uid')
earlier	read in the 11e91c3 round (handoff §7e); file unchanged since	tenant	app/Reporting/AuditService.php:42	raw	read	users	shop_id	key:other	1d715804d4	\Illuminate\Support\Facades\DB::table('users')->whereIn('id', $uids->filter()->all())->pluck('name', 'id')
ok-join-shop	the join requires the referenced row's shop_id to equal the base row's — an inconsistent stored reference joins nothing, a consistent one joins as before (ReportReferenceIntegrityTest)	tenant	app/Reporting/AuditService.php:94	embedded	read	customers	shop_id	frag:shop_id	cfce54f506	\Illuminate\Support\Facades\DB::table('compliance_alerts as a')->where('a.shop_id', $shopId)->whereBetween('a.created_at', [$period->start(), $period->end()])->leftJoin('invoices as i', fn($j) => $j->on('i.id', '=', 'a.invoice_id')->on('i.shop_id', '=', 'a.shop_id'))->leftJoin('customers as c', fn($j) => $j->on('c.id', '=', 'a.customer_id')->on('c.shop_id', '=', 'a.shop_id'))->select('a.alert_type', 'a.alert_data', 'a.resolved', 'a.created_at', 'i.invoice_number', \Illuminate\Support\Facades\DB::raw("COALESCE(NULLIF(TRIM(COALESCE(c.first_name, '') || ' ' || COALESCE(c.last_name, '')), ''), 'Walk-in') as customer_name"))->orderByDesc('a.created_at')->get()
ok-join-shop	the join requires the referenced row's shop_id to equal the base row's — an inconsistent stored reference joins nothing, a consistent one joins as before (ReportReferenceIntegrityTest)	tenant	app/Reporting/AuditService.php:94	embedded	read	invoices	shop_id	frag:shop_id	adf70caee9	\Illuminate\Support\Facades\DB::table('compliance_alerts as a')->where('a.shop_id', $shopId)->whereBetween('a.created_at', [$period->start(), $period->end()])->leftJoin('invoices as i', fn($j) => $j->on('i.id', '=', 'a.invoice_id')->on('i.shop_id', '=', 'a.shop_id'))->leftJoin('customers as c', fn($j) => $j->on('c.id', '=', 'a.customer_id')->on('c.shop_id', '=', 'a.shop_id'))->select('a.alert_type', 'a.alert_data', 'a.resolved', 'a.created_at', 'i.invoice_number', \Illuminate\Support\Facades\DB::raw("COALESCE(NULLIF(TRIM(COALESCE(c.first_name, '') || ' ' || COALESCE(c.last_name, '')), ''), 'Walk-in') as customer_name"))->orderByDesc('a.created_at')->get()
ok-context	shopId traced: ReportRequest built from the authenticated user's shop, the queued-export payload (set at dispatch from that shop; a mismatched payload writes nothing — QueuedExportIsolationTest), or a console loop over shops	tenant	app/Reporting/AuditService.php:94	raw	read	compliance_alerts	shop_id	where:via>mixed(loop,property,context)	9c94f628ad	\Illuminate\Support\Facades\DB::table('compliance_alerts as a')->where('a.shop_id', $shopId)->whereBetween('a.created_at', [$period->start(), $period->end()])->leftJoin('invoices as i', fn($j) => $j->on('i.id', '=', 'a.invoice_id')->on('i.shop_id', '=', 'a.shop_id'))->leftJoin('customers as c', fn($j) => $j->on('c.id', '=', 'a.customer_id')->on('c.shop_id', '=', 'a.shop_id'))->select('a.alert_type', 'a.alert_data', 'a.resolved', 'a.created_at', 'i.invoice_number', \Illuminate\Support\Facades\DB::raw("COALESCE(NULLIF(TRIM(COALESCE(c.first_name, '') || ' ' || COALESCE(c.last_name, '')), ''), 'Walk-in') as customer_name"))->orderByDesc('a.created_at')->get()
ok-context	shopId traced: ReportRequest built from the authenticated user's shop (ReportScreen/SalesRegister/Export controllers), the queued-export payload (set at dispatch from that shop; a mismatched payload writes nothing — QueuedExportIsolationTest), or ValidateReportTotals looping over shops (console); TaxService::liability has no caller	tenant	app/Reporting/GstReportingService.php:34	removed	read	invoices	shop_id	where:via>mixed(loop,property,context,?)	a38ace4ffc	\App\Models\Invoice::withoutTenant()->where('shop_id', $shopId)->salesIn($period)->select('gst_rate', \Illuminate\Support\Facades\DB::raw('SUM(subtotal) as taxable'), \Illuminate\Support\Facades\DB::raw('SUM(discount) as discount'), \Illuminate\Support\Facades\DB::raw('SUM(gst) as gst'), \Illuminate\Support\Facades\DB::raw('SUM(COALESCE(cgst_amount, ROUND(gst / 2.0, 2))) as cgst'), \Illuminate\Support\Facades\DB::raw('SUM(COALESCE(sgst_amount, gst - ROUND(gst / 2.0, 2))) as sgst'), \Illuminate\Support\Facades\DB::raw('SUM(COALESCE(igst_amount, 0)) as igst'), \Illuminate\Support\Facades\DB::raw('SUM(total) as total'), \Illuminate\Support\Facades\DB::raw('COUNT(*) as count'))->groupBy('gst_rate')->orderBy('gst_rate')->get()
ok-join-shop	the join requires the referenced row's shop_id to equal the base row's — an inconsistent stored reference joins nothing, a consistent one joins as before (ReportReferenceIntegrityTest)	tenant	app/Reporting/GstReportingService.php:64	embedded	read	customers	shop_id	frag:shop_id	741a7d0b50	\App\Models\CreditNote::withoutTenant()->where('credit_notes.shop_id', $shopId)->whereBetween('credit_notes.issued_at', [$start, $end])->leftJoin('invoices', fn($j) => $j->on('invoices.id', '=', 'credit_notes.invoice_id')->on('invoices.shop_id', '=', 'credit_notes.shop_id'))->leftJoin('customers', fn($j) => $j->on('customers.id', '=', 'credit_notes.customer_id')->on('customers.shop_id', '=', 'credit_notes.shop_id'))->select('credit_notes.credit_note_number', 'credit_notes.issued_at', 'credit_notes.gst_rate', 'credit_notes.subtotal as cn_subtotal', 'credit_notes.gst as cn_gst', 'credit_notes.total as cn_total', \Illuminate\Support\Facades\DB::raw('COALESCE(credit_notes.cgst_amount, ROUND(credit_notes.gst / 2.0, 2)) as cn_cgst'), \Illuminate\Support\Facades\DB::raw('COALESCE(credit_notes.sgst_amount, credit_notes.gst - ROUND(credit_notes.gst / 2.0, 2)) as cn_sgst'), \Illuminate\Support\Facades\DB::raw('COALESCE(credit_notes.igst_amount, 0) as cn_igst'), 'invoices.invoice_number as original_invoice_number', 'invoices.created_at as original_invoice_date', \Illuminate\Support\Facades\DB::raw("COALESCE(NULLIF(TRIM(COALESCE(customers.first_name, '') || ' ' || COALESCE(customers.last_name, '')), ''), 'Walk-in') as customer_name"))->orderBy('credit_notes.issued_at')->get()
ok-join-shop	the join requires the referenced row's shop_id to equal the base row's — an inconsistent stored reference joins nothing, a consistent one joins as before (ReportReferenceIntegrityTest)	tenant	app/Reporting/GstReportingService.php:64	embedded	read	invoices	shop_id	frag:shop_id	37692aa6a6	\App\Models\CreditNote::withoutTenant()->where('credit_notes.shop_id', $shopId)->whereBetween('credit_notes.issued_at', [$start, $end])->leftJoin('invoices', fn($j) => $j->on('invoices.id', '=', 'credit_notes.invoice_id')->on('invoices.shop_id', '=', 'credit_notes.shop_id'))->leftJoin('customers', fn($j) => $j->on('customers.id', '=', 'credit_notes.customer_id')->on('customers.shop_id', '=', 'credit_notes.shop_id'))->select('credit_notes.credit_note_number', 'credit_notes.issued_at', 'credit_notes.gst_rate', 'credit_notes.subtotal as cn_subtotal', 'credit_notes.gst as cn_gst', 'credit_notes.total as cn_total', \Illuminate\Support\Facades\DB::raw('COALESCE(credit_notes.cgst_amount, ROUND(credit_notes.gst / 2.0, 2)) as cn_cgst'), \Illuminate\Support\Facades\DB::raw('COALESCE(credit_notes.sgst_amount, credit_notes.gst - ROUND(credit_notes.gst / 2.0, 2)) as cn_sgst'), \Illuminate\Support\Facades\DB::raw('COALESCE(credit_notes.igst_amount, 0) as cn_igst'), 'invoices.invoice_number as original_invoice_number', 'invoices.created_at as original_invoice_date', \Illuminate\Support\Facades\DB::raw("COALESCE(NULLIF(TRIM(COALESCE(customers.first_name, '') || ' ' || COALESCE(customers.last_name, '')), ''), 'Walk-in') as customer_name"))->orderBy('credit_notes.issued_at')->get()
ok-context	shopId traced: ReportRequest built from the authenticated user's shop, the queued-export payload (set at dispatch from that shop; a mismatched payload writes nothing — QueuedExportIsolationTest), or a console loop over shops	tenant	app/Reporting/GstReportingService.php:64	removed	read	credit_notes	shop_id	where:via>mixed(loop,property,context,?)	02b4006d00	\App\Models\CreditNote::withoutTenant()->where('credit_notes.shop_id', $shopId)->whereBetween('credit_notes.issued_at', [$start, $end])->leftJoin('invoices', fn($j) => $j->on('invoices.id', '=', 'credit_notes.invoice_id')->on('invoices.shop_id', '=', 'credit_notes.shop_id'))->leftJoin('customers', fn($j) => $j->on('customers.id', '=', 'credit_notes.customer_id')->on('customers.shop_id', '=', 'credit_notes.shop_id'))->select('credit_notes.credit_note_number', 'credit_notes.issued_at', 'credit_notes.gst_rate', 'credit_notes.subtotal as cn_subtotal', 'credit_notes.gst as cn_gst', 'credit_notes.total as cn_total', \Illuminate\Support\Facades\DB::raw('COALESCE(credit_notes.cgst_amount, ROUND(credit_notes.gst / 2.0, 2)) as cn_cgst'), \Illuminate\Support\Facades\DB::raw('COALESCE(credit_notes.sgst_amount, credit_notes.gst - ROUND(credit_notes.gst / 2.0, 2)) as cn_sgst'), \Illuminate\Support\Facades\DB::raw('COALESCE(credit_notes.igst_amount, 0) as cn_igst'), 'invoices.invoice_number as original_invoice_number', 'invoices.created_at as original_invoice_date', \Illuminate\Support\Facades\DB::raw("COALESCE(NULLIF(TRIM(COALESCE(customers.first_name, '') || ' ' || COALESCE(customers.last_name, '')), ''), 'Walk-in') as customer_name"))->orderBy('credit_notes.issued_at')->get()
ok-context	shopId traced: ReportRequest built from the authenticated user's shop (ReportScreen/SalesRegister/Export controllers), the queued-export payload (set at dispatch from that shop; a mismatched payload writes nothing — QueuedExportIsolationTest), or ValidateReportTotals looping over shops (console); TaxService::liability has no caller	tenant	app/Reporting/InventoryService.php:25	removed	read	items	shop_id	where:via>mixed(loop,property,context)	adbcfbae36	\App\Models\Item::withoutTenant()->where('shop_id', $shopId)->where('status', 'in_stock')
ok-context	shopId traced: ReportRequest built from the authenticated user's shop (ReportScreen/SalesRegister/Export controllers), the queued-export payload (set at dispatch from that shop; a mismatched payload writes nothing — QueuedExportIsolationTest), or ValidateReportTotals looping over shops (console); TaxService::liability has no caller	tenant	app/Reporting/InventoryService.php:85	removed	read	items	shop_id	where:via>mixed(loop,property,context)	a39ee36ba0	\App\Models\Item::withoutTenant()->where('shop_id', $shopId)->where('status', 'in_stock')
ok-join-shop	the join requires the referenced row's shop_id to equal the base row's — an inconsistent stored reference joins nothing, a consistent one joins as before (ReportReferenceIntegrityTest)	tenant	app/Reporting/InventoryService.php:143	embedded	read	stock_purchases	shop_id	frag:shop_id	58ad644c86	\Illuminate\Support\Facades\DB::table('stock_purchase_items as li')->join('stock_purchases as p', fn($j) => $j->on('p.id', '=', 'li.stock_purchase_id')->on('p.shop_id', '=', 'li.shop_id'))->where('li.shop_id', $shopId)->whereIn('p.status', ['confirmed', 'stocked'])->whereBetween('p.purchase_date', [$period->start()->toDateString(), $period->end()->toDateString()])->whereNotNull('li.purchase_rate_per_gram')->where('li.gross_weight', '>', 0)->select('li.metal_type', 'li.purity', 'li.gross_weight', 'li.purchase_rate_per_gram', 'p.purchase_date')->get()
ok-context	shopId traced: ReportRequest built from the authenticated user's shop, the queued-export payload (set at dispatch from that shop; a mismatched payload writes nothing — QueuedExportIsolationTest), or a console loop over shops	tenant	app/Reporting/InventoryService.php:143	raw	read	stock_purchase_items	shop_id	where:via>mixed(loop,property,context)	b92f23c026	\Illuminate\Support\Facades\DB::table('stock_purchase_items as li')->join('stock_purchases as p', fn($j) => $j->on('p.id', '=', 'li.stock_purchase_id')->on('p.shop_id', '=', 'li.shop_id'))->where('li.shop_id', $shopId)->whereIn('p.status', ['confirmed', 'stocked'])->whereBetween('p.purchase_date', [$period->start()->toDateString(), $period->end()->toDateString()])->whereNotNull('li.purchase_rate_per_gram')->where('li.gross_weight', '>', 0)->select('li.metal_type', 'li.purity', 'li.gross_weight', 'li.purchase_rate_per_gram', 'p.purchase_date')->get()
ok-context	shopId traced: ReportRequest built from the authenticated user's shop (ReportScreen/SalesRegister/Export controllers), the queued-export payload (set at dispatch from that shop; a mismatched payload writes nothing — QueuedExportIsolationTest), or ValidateReportTotals looping over shops (console); TaxService::liability has no caller	tenant	app/Reporting/InventoryService.php:154	raw	read	shop_daily_metal_rates	shop_id	where:via>mixed(loop,property,context)	7b08032623	\Illuminate\Support\Facades\DB::table('shop_daily_metal_rates')->where('shop_id', $shopId)->get()->keyBy(fn($r) => \Carbon\Carbon::parse($r->business_date)->toDateString())
ok-context	shopId traced: ReportRequest built from the authenticated user's shop (ReportScreen/SalesRegister/Export controllers), the queued-export payload (set at dispatch from that shop; a mismatched payload writes nothing — QueuedExportIsolationTest), or ValidateReportTotals looping over shops (console); TaxService::liability has no caller	tenant	app/Reporting/KarigarService.php:21	raw	read	job_orders	shop_id	where:via>mixed(loop,property,context)	b6f2e1c31c	\Illuminate\Support\Facades\DB::table('job_orders as jo')->where('jo.shop_id', $shopId)->whereIn('jo.status', ['issued', 'partial_return'])->groupBy('jo.karigar_id')->select('jo.karigar_id', \Illuminate\Support\Facades\DB::raw('COUNT(*) as open_jobs'), \Illuminate\Support\Facades\DB::raw('COALESCE(SUM(jo.issued_fine_weight), 0) as issued_fine'), \Illuminate\Support\Facades\DB::raw('COALESCE(SUM(jo.returned_fine_weight), 0) as received_fine'), \Illuminate\Support\Facades\DB::raw('COALESCE(SUM(jo.actual_wastage_fine), 0) as wastage_fine'), \Illuminate\Support\Facades\DB::raw('COALESCE(SUM(jo.issued_fine_weight - COALESCE(jo.returned_fine_weight,0) - COALESCE(jo.leftover_returned_fine_weight,0) - COALESCE(jo.actual_wastage_fine,0)), 0) as outstanding_fine'))->get()->keyBy('karigar_id')
ok-context	shopId traced: ReportRequest built from the authenticated user's shop (ReportScreen/SalesRegister/Export controllers), the queued-export payload (set at dispatch from that shop; a mismatched payload writes nothing — QueuedExportIsolationTest), or ValidateReportTotals looping over shops (console); TaxService::liability has no caller	tenant	app/Reporting/KarigarService.php:37	raw	read	karigar_invoices	shop_id	where:via>mixed(loop,property,context)	5c9fa65f05	\Illuminate\Support\Facades\DB::table('karigar_invoices')->where('shop_id', $shopId)->groupBy('karigar_id')->select('karigar_id', \Illuminate\Support\Facades\DB::raw('COALESCE(SUM(total_after_tax), 0) as invoiced'), \Illuminate\Support\Facades\DB::raw('COALESCE(SUM(amount_paid), 0) as paid'))->get()->keyBy('karigar_id')
ok-context	shopId traced: ReportRequest built from the authenticated user's shop (ReportScreen/SalesRegister/Export controllers), the queued-export payload (set at dispatch from that shop; a mismatched payload writes nothing — QueuedExportIsolationTest), or ValidateReportTotals looping over shops (console); TaxService::liability has no caller	tenant	app/Reporting/KarigarService.php:50	raw	read	karigars	shop_id	key:other	bdfe374788	\Illuminate\Support\Facades\DB::table('karigars')->where('shop_id', $shopId)->whereIn('id', $karigarIds->all())->pluck('name', 'id')
ok-context	shopId traced: ReportRequest built from the authenticated user's shop (ReportScreen/SalesRegister/Export controllers), the queued-export payload (set at dispatch from that shop; a mismatched payload writes nothing — QueuedExportIsolationTest), or ValidateReportTotals looping over shops (console); TaxService::liability has no caller	tenant	app/Reporting/KarigarService.php:106	raw	read	job_orders	shop_id	where:via>mixed(loop,property,context)	b4ad04869b	\Illuminate\Support\Facades\DB::table('job_orders as jo')->where('jo.shop_id', $shopId)->where('jo.status', 'completed')->whereBetween('jo.completed_at', [$period->start(), $period->end()])
ok-context	shopId traced: ReportRequest built from the authenticated user's shop (ReportScreen/SalesRegister/Export controllers), the queued-export payload (set at dispatch from that shop; a mismatched payload writes nothing — QueuedExportIsolationTest), or ValidateReportTotals looping over shops (console); TaxService::liability has no caller	tenant	app/Reporting/KarigarService.php:135	raw	read	karigars	shop_id	key:other	0561ec43fb	\Illuminate\Support\Facades\DB::table('karigars')->where('shop_id', $shopId)->whereIn('id', $perKarigar->pluck('karigar_id')->filter()->all())->pluck('name', 'id')
